"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"diggoryego";0,00344546765924001;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlaczego";0,00114848921974667;0;0,00986212807725785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlatego";0,00114356702121776;0;0;0;0,0011977805688903;0;0,00107692558641486;0;0;0,00118461814505634;0,00103853806551182;0;0,0024611929497746;0;0;0,0102911934319931;0,00271537156675384;0;0,00426087949407618
"dlon";0,00114848921974667;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"dlugi";0,000681046470493714;0;0,00584817637213428;0;0;0;0,00192407534321301;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0
"dlugo";0,000794882430496317;0,00333273167300754;0,00227523027676476;0;0;0;0;0;0;0;0;0;0;0;0;0,00536498213232359;0;0;0
"dna";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"dobiegac";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"dobry";0;0,00185015198434927;0,00757850716666145;0;0,00138658612604843;0,00187235936000538;0,00124668083261097;0,00141971275704617;0;0,00137134891587207;0,00360672691746701;0;0;0;0;0;0;0;0
"dobrze";0,0011760714375689;0;0;0;0,00184773890302492;0,00124753564345269;0,00498391112704025;0;0;0,00182743407991476;0;0;0,00379672377333888;0;0;0;0;0;0
"dochodzic";0,000774381605802678;0,00121754142765566;0,000554137444638151;0,00158233466850432;0,000608319772558326;0,000410718526108397;0,000546940854448045;0;0;0,0012032698797857;0,000527444889501439;0;0;0;0,00437990236241995;0;0,00137906245668134;0,004823681015881;0,00216398338064227
"docierac";0,004767325293456;0;0;0;0,00213999935395136;0;0;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0,00761264592314713
"dodatek";0,000941642508034805;0;0;0,00384821533630409;0;0,00399544638067881;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatkowo";0;0;0;0;0,00360880834827065;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatkowy";0;0;0,00328737602575262;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"dodawac";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dojsc";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0,00818117761572692;0;0
"dokladnie";0,000941642508034805;0;0;0;0;0,00399544638067881;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"dokonac";0;0;0;0;0,00360880834827065;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dokument";0;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0,0163623552314538;0;0
"dol";0;0,00481531136166581;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolaczac";0,000794882430496317;0,00333273167300754;0;0;0;0;0;0;0,0321132501920512;0,00247025001477317;0;0;0;0;0;0;0;0;0
"dolaczyc";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"dolina";0;0,00481531136166581;0;0;0;0,0121827738688807;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolores";0;0,00592208675920481;0;0;0;0,00599316957101822;0;0,00605907852724102;0;0;0;0;0;0;0;0;0;0;0
"dom";0,000557635003399072;0,00642954399026625;0,00478843660813535;0,00113944493469117;0,00350442619913906;0,0029575990052749;0;0,00448518711493907;0;0;0,00455777973876467;0;0,0036004378758278;0;0;0,00188185177758064;0;0;0,00311658456445173
"domek";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0;0;0,00818117761572692;0;0
"domowic";0,00136209294098743;0,00142772380915954;0,00779756849617904;0,00278323615398298;0;0;0;0;0;0;0;0;0;0;0,0154079953484498;0;0;0;0
"domowy";0,00101879249744412;0,00106788183201333;0;0,00208175229969072;0,00320127242530218;0,0010806996184441;0,00143913345792805;0,00163887666824344;0;0;0;0;0;0;0;0;0;0;0
"domyslac";0;0,0024076556808329;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domyslic";0;0;0,00328737602575262;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"donosic";0,00229697843949334;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"dopiero";0;0;0;0;0;0,00199772319033941;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0,0105255534099701
"doprowadzac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"doprowadzic";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"dopuscic";0;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"dormitorium";0,00317952972198527;0;0,00455046055352953;0;0;0,00505910168066823;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"dorosly";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dosc";0;0;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0,00607982879616993;0;0;0;0;0;0
"dosiadac";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"doskonaly";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0,11009923774385;0;0;0;0;0;0;0
"dostac";0;0,00246547815081161;0,00504948890502762;0;0,00184773890302492;0;0,00166130370901342;0;0;0;0;0;0,00379672377333888;0,0241009422133685;0;0;0;0;0
"dostaly";0;0,00166636583650377;0;0;0;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0,0153967637907095;0;0;0;0;0;0
"dostarczyc";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0,0470714132383128;0;0;0;0;0
"dostawac";0,00152818874616618;0,00320364549603999;0,00145806942447974;0;0,00320127242530218;0;0,00575653383171221;0,00491663000473031;0;0;0,00277566973292097;0;0;0;0;0;0;0;0
"dostrzegac";0,00305637749233235;0;0;0;0;0,0010806996184441;0,00287826691585611;0,00163887666824344;0;0;0;0;0;0;0;0,00343812074316463;0,00362864632590927;0;0,0056939628118023
"dotknac";0,00188328501606961;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"dotrzec";0,00272418588197486;0,00142772380915954;0,00194939212404476;0;0;0,00577944311644778;0;0;0,027514277407946;0;0;0;0;0;0;0;0;0;0
"dotychczas";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0163623552314538;0;0
"dowiadywac";0,00117214464767049;0,000491449231076671;0;0,00479020962949732;0,0073662779191381;0,00149204428969789;0,00331151355006208;0,00377113204051439;0;0;0,00191608385179893;0;0;0,00960818859018013;0;0,00316451080058439;0,00333987411950846;0;0,00524083014009825
"dowiedziec";0,000836452505098608;0,00175351199734534;0,000798072768022559;0,00227888986938234;0;0,00118303960210996;0;0,000897037422987814;0;0,000866479005281635;0;0;0,0054006568137417;0;0;0,00188185177758064;0,00397227151035913;0,00347355019738453;0
"dowod";0;0;0;0;0;0;0;0;0;0,00356915111367427;0,00312902457942542;0;0;0;0;0;0;0;0
"draco";0,00158976486099263;0;0,00682569083029429;0;0;0,0219227739495624;0,00673704549483592;0;0;0;0;0;0;0;0;0;0;0;0
"dracona";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"drewniany";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"drive";0,000681046470493714;0,00285544761831909;0,00389878424808952;0;0;0,00144486077911195;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"droga";0,00458456623849853;0;0,00729034712239869;0;0,00480190863795327;0;0,00575653383171221;0;0;0,00474914041116258;0,00277566973292097;0;0,00328897851914608;0;0;0;0;0;0
"drogi";0,0011760714375689;0;0;0;0;0;0,00166130370901342;0;0;0,00182743407991476;0,00160208575406785;0;0,00379672377333888;0;0,0133037201017794;0;0;0;0
"drugi";0,00176510256498386;0;0,00252616905555382;0;0,00277317225209686;0,00468089840001345;0,00249336166522195;0;0;0,00274269783174414;0,00240448461164467;0;0;0;0;0,00297834728745486;0;0;0
"druzyna";0,0011760714375689;0;0,00336632593668508;0,00480625726220355;0,00739095561209969;0,00124753564345269;0;0,00945941417930847;0;0;0;0;0;0;0;0;0;0;0
"drzewo";0,0011760714375689;0,0012327390754058;0;0;0;0;0,00166130370901342;0,00189188283586169;0;0,00548230223974427;0;0;0;0,0241009422133685;0;0;0;0;0
"drzwi";0,00352821431270671;0,00246547815081161;0;0;0;0,00124753564345269;0,00166130370901342;0;0;0,00182743407991476;0;0;0,00759344754667776;0;0;0;0;0;0
"duch";0,00176410715635335;0,0012327390754058;0,00168316296834254;0,00240312863110178;0;0;0,00166130370901342;0;0;0,00365486815982951;0;0;0;0;0;0;0;0;0
"dudley";0,000794882430496317;0,00166636583650377;0,00227523027676476;0;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"dudleya";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dumbledore";0,00794296154242735;0,00185015198434927;0,00757850716666145;0,00721345383493402;0,0138658612604843;0,00093617968000269;0,00124668083261097;0,0099379892993232;0;0;0;0;0;0;0;0;0;0;0
"dumbledorea";0,00305637749233235;0,00747517282409331;0,00145806942447974;0,0083270091987629;0,0224089069771153;0,00324209885533229;0;0,00491663000473031;0;0;0;0;0;0;0;0;0;0;0
"dumbledoreem";0,000681046470493714;0;0,00194939212404476;0;0,00213999935395136;0;0,00192407534321301;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"dumbledoreowi";0;0;0;0,00384821533630409;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"dumbledorze";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"durmstrangu";0,00344546765924001;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursley";0;0,0024076556808329;0,00657475205150523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyom";0;0;0,00328737602575262;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyow";0,000794882430496317;0,00166636583650377;0,00227523027676476;0;0;0;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyowie";0,000794882430496317;0,00166636583650377;0,00227523027676476;0,00649690032787163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dusza";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"duzo";0;0,000925075992174637;0,00252616905555382;0;0;0,00280853904000807;0,00124668083261097;0;0;0;0,00120224230582234;0;0;0;0;0,00595669457490972;0;0,00549747803279113;0,00493251981598255
"duzy";0;0;0,00455046055352953;0,00649690032787163;0;0;0;0;0;0;0,00216563344262388;0;0;0;0;0;0,00566228592806949;0;0
"dwa";0,000588035718784452;0,00246547815081161;0;0,00240312863110178;0;0;0;0;0;0,00730973631965903;0,0032041715081357;0;0;0;0;0,00396889024516093;0;0;0
"dwadziescia";0;0;0,00328737602575262;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwanascie";0;0;0,00328737602575262;0;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"dwor";0;0,00333273167300754;0;0;0;0;0;0;0,0321132501920512;0;0,00216563344262388;0;0;0;0,0179834201075487;0;0;0;0
"dworzec";0,000941642508034805;0;0;0,00384821533630409;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"dyrektor";0,00458456623849853;0,00106788183201333;0,00729034712239869;0;0,00480190863795327;0,00216139923688819;0,00431740037378416;0,00327775333648687;0;0;0;0;0;0;0;0;0;0;0
"dyskutowac";0;0;0;0;0,00295885001413603;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0
"dziac";0,00229697843949334;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzialac";0,000794882430496317;0;0;0;0,00249769723715954;0,00168636722688941;0;0;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"dzialanie";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzialo";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"dziecinstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0,0128376581559035
"dziecko";0,000278817501699536;0,000584503999115114;0,000798072768022559;0,00113944493469117;0;0,00118303960210996;0;0,000897037422987814;0;0,00693183204225308;0,00607703965168623;0;0,0018002189379139;0;0,0252318686338012;0;0,0218474933069752;0;0
"dzieki";0,000509396248722059;0;0;0,00624525689907217;0;0;0,00143913345792805;0,00163887666824344;0;0;0,00138783486646048;0;0;0,0208778636432751;0;0;0,00362864632590927;0;0
"dziekowac";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"dzien";0,000482371878125979;0,00101122881492978;0,00172589533317342;0,000492827915946628;0,00037892990870563;0,000255841648788497;0,000340696221613453;0,00116394852503436;0,00487195596907238;0,000374765843774799;0,00131420777585768;0;0,000778623100080061;0;0,00545659068536107;0,000813930591491807;0;0;0,00134797200725323
"dzienic";0,00136209294098743;0,00142772380915954;0,00584817637213428;0;0;0,00144486077911195;0;0;0;0;0,00185549076932199;0;0;0;0;0;0;0;0
"dziesiec";0,00344546765924001;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"dziewczyna";0,000441275641245964;0;0,00252616905555382;0;0;0,00374471872001076;0;0;0;0;0;0;0,00854744872221634;0;0;0,0148917364372743;0,0125735769616482;0,0164924340983734;0,0147975594479477
"dziewczynka";0;0;0;0;0;0;0;0;0;0,00292633517881586;0,0102619075634776;0;0;0;0;0;0,0134154408701382;0;0
"dzisiaj";0;0;0;0,00469353686913813;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"dziwnie";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"dziwny";0,000681046470493714;0;0,00779756849617904;0;0;0;0;0;0;0,00423296575506862;0;0;0,0131917768394262;0;0,0154079953484498;0;0;0;0
"dzwiek";0,000941642508034805;0;0;0;0;0;0;0;0;0,00292633517881586;0,00513095378173878;0;0;0;0;0;0;0;0
"dzwonic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0,0128376581559035
"edmund";0;0;0;0;0;0;0;0;0;0,0469347502806902;0,0411470354098537;0,0381004663295523;0,0153967637907095;0;0;0;0;0;0
"edmunda";0;0;0;0;0;0;0;0;0,0380423573246061;0,00585267035763171;0,0307857226904327;0;0;0;0;0;0;0;0
"edward";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0643797855878831;0,0622851452087643;0,0891248793876312;0,142161423775088
"edwarda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026824910661618;0,0226491437122779;0,0396110575056138;0,0266552669578291
"efekt";0,00229697843949334;0;0;0;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"egzamin";0;0;0,00539061743466079;0;0;0;0,00266030470801441;0,00605907852724102;0;0;0;0;0;0;0;0;0;0;0
"ekspres";0;0;0;0;0;0,00199772319033941;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"eliksir";0,00381189007072586;0,00159822462861568;0,00218219131984063;0,00467342129480321;0,00838446398223212;0,00242611218004788;0,00215385117282972;0;0;0,00118461814505634;0,00207707613102365;0;0;0;0;0;0;0;0
"emerytowac";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"emmett";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155032339543847;0,0163623552314538;0;0
"epilog";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0,0143080507200158;0
"erniego";0;0;0;0,00469353686913813;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"esme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0,0163623552314538;0;0
"eustachy";0;0;0;0;0;0;0;0;0;0;0;0,0451350002156344;0,0303991439808496;0;0,0426074402035589;0;0;0;0
"evans";0;0,0024076556808329;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"ewentualny";0;0;0;0;0;0,00243655477377613;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"fakt";0,000681046470493714;0;0;0;0;0,00144486077911195;0,00577222602963903;0;0;0,00423296575506862;0;0;0;0;0;0;0,00485138392583431;0;0
"falszywy";0;0,00197402891973494;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"fauna";0;0;0;0;0;0;0;0;0;0,00356915111367427;0,00625804915885084;0;0;0;0;0;0;0;0
"fawkes";0;0;0;0,00469353686913813;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"fawkesa";0,00114848921974667;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"feniks";0,000794882430496317;0,00499909750951131;0;0,00649690032787163;0;0;0;0,0127868459240249;0;0;0;0;0;0;0;0;0;0;0
"ferie";0,00114848921974667;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"figg";0;0;0,00328737602575262;0;0;0;0;0,00739005122512761;0;0;0;0;0;0;0;0;0;0;0
"figurka";0,00229697843949334;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"filch";0,00158976486099263;0;0,00227523027676476;0,00974535049180745;0;0;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"film";0;0;0;0;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0,0105255534099701
"final";0,00188328501606961;0;0;0;0,00295885001413603;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"fiuu";0,000941642508034805;0;0;0,00384821533630409;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"flet";0;0;0,00328737602575262;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"fleur";0,00753314006427844;0,00789611567893975;0;0;0,00591770002827206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"forks";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0310064679087693;0;0;0,0385129744677105
"fotel";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"fred";0,00235214287513781;0,00246547815081161;0;0,00240312863110178;0,00184773890302492;0;0,00166130370901342;0,00567564850758508;0;0;0;0;0;0;0;0;0;0;0
"freda";0,00188328501606961;0;0;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gabinet";0,00764446434419787;0,00246547815081161;0;0,00720938589330533;0;0,00998028514762148;0,00332260741802683;0,00378376567172339;0;0;0;0;0;0;0;0;0;0;0
"gajowy";0,00188328501606961;0;0,00269530871733039;0;0;0;0,00798091412404324;0;0;0;0;0;0;0;0;0;0;0;0
"gazeta";0;0,00197402891973494;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"gdzie";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"george";0,0011760714375689;0,00246547815081161;0;0,00240312863110178;0,00184773890302492;0;0,00166130370901342;0,00756753134344678;0;0;0;0;0;0;0;0;0;0;0
"georgea";0;0;0;0,00469353686913813;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ginac";0;0,00481531136166581;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ginny";0;0,00571089523663817;0;0,0194826530778809;0,0192599941855622;0,0173383293493433;0;0,00876450247352092;0;0;0;0;0;0;0;0;0;0;0
"glebic";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"glizdogona";0,00344546765924001;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"glod";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0,00741535961973421;0;0;0;0;0;0
"glos";0,00254698124361029;0;0,00291613884895948;0,00208175229969072;0;0,00324209885533229;0,00143913345792805;0;0;0;0,00138783486646048;0;0;0;0;0,0103143622294939;0;0;0
"glosowanie";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0,00775161697719233;0;0;0
"glowa";0,00101879249744412;0,00106788183201333;0,00291613884895948;0;0,00320127242530218;0,0010806996184441;0;0;0;0;0;0;0,00328897851914608;0;0;0,00343812074316463;0;0;0
"glowny";0;0;0;0;0,00360880834827065;0;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"gniew";0,000941642508034805;0;0;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0,00670772043506909;0;0
"godryka";0;0,00963062272333161;0;0;0;0,0121827738688807;0;0;0;0;0;0;0;0;0;0;0;0;0
"godzic";0;0,0024076556808329;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"godzina";0,00204313941148114;0;0;0,00278323615398298;0;0;0,00192407534321301;0;0;0;0,00371098153864397;0;0;0;0,0154079953484498;0;0;0;0
"gora";0;0,00197402891973494;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0
"goscic";0,00188328501606961;0;0;0;0;0;0;0;0,0380423573246061;0;0,00256547689086939;0;0;0;0;0;0;0;0
"gotowy";0;0;0;0;0;0;0;0,00369502561256381;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"goylea";0;0,0024076556808329;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"goyleem";0;0;0;0,00469353686913813;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"gra";0,00238464729148895;0;0;0;0,00499539447431908;0;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"grac";0;0;0,00227523027676476;0;0,00249769723715954;0,00168636722688941;0,00224568183161197;0;0;0;0;0;0;0;0;0;0;0;0
"gracz";0,00158976486099263;0;0,00455046055352953;0;0,00249769723715954;0,00168636722688941;0;0;0;0;0;0;0;0;0;0;0;0;0
"grimmauld";0;0,00592208675920481;0;0;0,00295885001413603;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"gringotta";0;0,00481531136166581;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"grob";0,00470821254017403;0,00394805783946987;0;0;0;0,00399544638067881;0;0;0;0;0;0;0;0;0;0;0;0;0
"grot";0,00114848921974667;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"groza";0,00114848921974667;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"grozic";0;0;0;0,00384821533630409;0,00295885001413603;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"gruby";0;0;0,00328737602575262;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"grupa";0;0;0;0,00324845016393582;0;0;0;0,01022947673922;0;0,00494050002954634;0;0;0;0;0;0,00536498213232359;0;0;0
"gryffindor";0;0;0,00539061743466079;0,00384821533630409;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"gryffindoru";0,00238464729148895;0;0,00455046055352953;0;0;0,00168636722688941;0;0,0127868459240249;0;0;0;0;0;0;0;0;0;0;0
"gryffindorze";0;0;0,00328737602575262;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gryfon";0;0;0,00194939212404476;0,00556647230796596;0;0,00144486077911195;0,00192407534321301;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"gryfoni";0,00136209294098743;0;0,00194939212404476;0;0,00427999870790272;0;0,00192407534321301;0,00438225123676046;0;0;0;0;0;0;0;0;0;0;0
"grzbiet";0;0,0024076556808329;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"gwiazda";0,000941642508034805;0;0;0;0;0;0;0;0;0,00292633517881586;0;0;0,0121596575923399;0;0;0;0;0;0
"hagrid";0,00132382692373789;0,00185015198434927;0,00884159169443836;0,00541009037620051;0,00277317225209686;0,00093617968000269;0,0049867233304439;0,00567885102818469;0;0;0;0;0;0;0;0;0;0;0
"hagrida";0,00308892948872175;0,000925075992174637;0,00252616905555382;0,00901681729366752;0,00277317225209686;0,00093617968000269;0,0049867233304439;0,00709856378523086;0;0;0;0;0;0;0;0;0;0;0
"hagridem";0,00158976486099263;0,00166636583650377;0,00455046055352953;0;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"hagridowi";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"harry";0,0405973589946287;0,0684556234209232;0,0517864656388532;0,0613143575969392;0,0721024785545183;0,0449366246401291;0,0423871483087731;0,082343339908678;0;0;0;0;0;0;0;0;0;0;0
"harryego";0,0125792372333953;0,0151831339718489;0,0174575305587251;0,0140202638844096;0,00958224455112243;0,0121305609002394;0,0107692558641486;0,0147167578430208;0;0;0;0;0;0;0;0,00257279835799826;0;0;0
"harryemu";0,00573658333619753;0,0074006079373971;0,00252616905555382;0,00541009037620051;0,0110926890083874;0,00093617968000269;0,0099734466608878;0,0113577020563694;0;0;0;0;0;0;0;0;0;0;0
"hedwiga";0,000941642508034805;0,00197402891973494;0;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"helga";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"herbata";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"hermiona";0,000882551282491928;0,00277522797652391;0,00252616905555382;0,0018033634587335;0,00138658612604843;0,00374471872001076;0,00623340416305487;0,00283942551409234;0;0;0;0;0;0;0;0;0;0;0
"hermiona";0,00882551282491927;0,020351671827842;0,0164200988610998;0,00901681729366752;0,0124792751344359;0,0102979764800296;0,0137134891587207;0,0241351168697849;0;0;0;0;0;0;0;0;0;0;0
